MàJ;ɛm.a.ʒi
machettai;ma.ʃɛ.te
machettaient;ma.ʃɛ.tɛ
machettais;ma.ʃɛ.tɛ
machettait;ma.ʃɛ.tɛ
machettant;ma.ʃɛ.tɑ̃
machettas;ma.ʃɛ.ta
machettasse;ma.ʃɛ.tas
machettassent;ma.ʃɛ.tas
machettasses;ma.ʃɛ.tas
machettassiez;ma.ʃɛ.ta.sje
machettassions;ma.ʃɛ.ta.sjɔ̃
machette;ma.ʃɛt
machettent;ma.ʃɛt
machetter;ma.ʃɛ.te
machettera;ma.ʃɛ.tə.ʁa
machetterai;ma.ʃɛ.tə.ʁe
machetteraient;ma.ʃɛ.tə.ʁɛ
machetterais;ma.ʃɛ.tə.ʁɛ
machetterait;ma.ʃɛ.tə.ʁɛ
machetteras;ma.ʃɛ.tə.ʁa
machetterez;ma.ʃɛ.tə.ʁe
machetteriez;ma.ʃɛ.tə.ʁje
machetterions;ma.ʃɛ.tə.ʁjɔ̃
machetterons;ma.ʃɛ.tə.ʁɔ̃
machetteront;ma.ʃɛ.tə.ʁɔ̃
machettes;ma.ʃɛt
machettez;ma.ʃɛ.te
machettiez;ma.ʃɛ.tje
machettions;ma.ʃɛ.tjɔ̃
machettons;ma.ʃɛ.tɔ̃
macheure;ma.ʃe
machez;ma.ʃe
machiavélique;ma.kja.ve.lik
machiavéliquement;ma.kja.ve.li.kə.mɑ̃
machiavéliques;ma.kja.ve.lik
machiavélisâmes;ma.kja.ve.li.zam
machiavélisât;ma.kja.ve.li.za
machiavélisâtes;ma.kja.ve.li.zat
machiavélisèrent;ma.kja.ve.li.zɛʁ
machiavélisé;ma.kja.ve.li.ze
machiavélisa;ma.kja.ve.li.za
machiavélisai;ma.kja.ve.li.ze
machiavélisaient;ma.kja.ve.li.zɛ
machiavélisais;ma.kja.ve.li.zɛ
machiavélisait;ma.kja.ve.li.zɛ
machiavélisant;ma.kja.ve.li.zɑ̃
machiavélisas;ma.kja.ve.li.za
machiavélisasse;ma.kja.ve.li.zas
machiavélisassent;ma.kja.ve.li.zas
machiavélisasses;ma.kja.ve.li.zas
machiavélisassiez;ma.kja.ve.li.za.sje
machiavélisassions;ma.kja.ve.li.za.sjɔ̃
machiavélise;ma.kja.ve.liz
machiavélisent;ma.kja.ve.liz
machiavéliser;ma.kja.ve.li.ze
machiavélisera;ma.kja.ve.li.zə.ʁa
machiavéliserai;ma.kja.ve.li.zə.ʁe
machiavéliseraient;ma.kja.ve.li.zə.ʁɛ
machiavéliserais;ma.kja.ve.li.zə.ʁɛ
machiavéliserait;ma.kja.ve.li.zə.ʁɛ
machiavéliseras;ma.kja.ve.li.zə.ʁa
machiavéliserez;ma.kja.ve.li.zə.ʁe
machiavéliseriez;ma.kja.ve.li.zə.ʁje
machiavéliserions;ma.kja.ve.li.zə.ʁjɔ̃
machiavéliserons;ma.kja.ve.li.zə.ʁɔ̃
machiavéliseront;ma.kja.ve.li.zə.ʁɔ̃
machiavélises;ma.kja.ve.liz
machiavélisez;ma.kja.ve.li.ze
machiavélisiez;ma.kja.ve.li.zje
machiavélisions;ma.kja.ve.li.zjɔ̃
machiavélisme;ma.kja.ve.lism
machiavélismes;ma.kja.ve.lism
machiavélisons;ma.kja.ve.li.zɔ̃
machicolates;mi.ni.fi
machicotâmes;ma.ʃi.kɔ.tam
machicotât;ma.ʃi.kɔ.ta
machicotâtes;ma.ʃi.kɔ.tat
machicotèrent;ma.ʃi.kɔ.tɛʁ
machicoté;ma.ʃi.kɔ.te
machicotée;ma.ʃi.kɔ.te
machicotées;ma.ʃi.kɔ.te
machicotés;ma.ʃi.kɔ.te
machicota;ma.ʃi.kɔ.ta
machicotai;ma.ʃi.kɔ.te
machicotaient;ma.ʃi.kɔ.tɛ
machicotais;ma.ʃi.kɔ.tɛ
machicotait;ma.ʃi.kɔ.tɛ
machicotant;ma.ʃi.kɔ.tɑ̃
machicotas;ma.ʃi.kɔ.ta
machicotasse;ma.ʃi.kɔ.tas
machicotassent;ma.ʃi.kɔ.tas
machicotasses;ma.ʃi.kɔ.tas
machicotassiez;ma.ʃi.kɔ.ta.sje
machicotassions;ma.ʃi.kɔ.ta.sjɔ̃
machicote;ma.ʃi.kɔt
machicotent;ma.ʃi.kɔt
machicoter;ma.ʃi.kɔ.te
machicotera;ma.ʃi.kɔ.tə.ʁa
machicoterai;ma.ʃi.kɔ.tə.ʁe
machicoteraient;ma.ʃi.kɔ.tə.ʁɛ
machicoterais;ma.ʃi.kɔ.tə.ʁɛ
machicoterait;ma.ʃi.kɔ.tə.ʁɛ
machicoteras;ma.ʃi.kɔ.tə.ʁa
machicoterez;ma.ʃi.kɔ.tə.ʁe
machicoteriez;ma.ʃi.kɔ.tə.ʁje
machicoterions;ma.ʃi.kɔ.tə.ʁjɔ̃
machicoterons;ma.ʃi.kɔ.tə.ʁɔ̃
machicoteront;ma.ʃi.kɔ.tə.ʁɔ̃
machicotes;ma.ʃi.kɔt
machicotez;ma.ʃi.kɔ.te
machicotiez;ma.ʃi.kɔ.tje
machicotions;ma.ʃi.kɔ.tjɔ̃
machicotons;ma.ʃi.kɔ.tɔ̃
machicoulis;mɑ.ʃi.ku.li
machiez;ma.ʃje
machinâmes;ma.ʃi.nam
machinât;ma.ʃi.na
machinâtes;ma.ʃi.nat
machinèrent;ma.ʃi.nɛʁ
machiné;ma.ʃi.ne
machinée;ma.ʃi.ne
machinées;ma.ʃi.ne
machinés;ma.ʃi.ne
machin;ma.ʃɛ̃
machina;ma.ʃi.na
machinai;ma.ʃi.ne
machinaient;ma.ʃi.nɛ
machinais;ma.ʃi.nɛ
machinait;ma.ʃi.nɛ
machinal;ma.ʃi.nal
machinale;ma.ʃi.nal
machinalement;ma.ʃi.nal.mɑ̃
machinales;ma.ʃi.nal
machinant;ma.ʃi.nɑ̃
machinas;ma.ʃi.na
machinasse;ma.ʃi.nas
machinassent;ma.ʃi.nas
machinasses;ma.ʃi.nas
machinassiez;ma.ʃi.na.sje
machinassions;ma.ʃi.na.sjɔ̃
machinates;me.tɔd.ɑ̃.sɛs.tʁal
machination;ma.ʃi.na.sjɔ̃
machinations;ma.ʃi.na.sjɔ̃
machinaux;ma.ʃi.no
machine;ma.ʃin
machinent;ma.ʃin
machiner;ma.ʃi.ne
machinera;ma.ʃi.nə.ʁa
machinerai;ma.ʃi.nə.ʁe
machineraient;ma.ʃi.nə.ʁɛ
machinerais;ma.ʃi.nə.ʁɛ
machinerait;ma.ʃi.nə.ʁɛ
machineras;ma.ʃi.nə.ʁa
machinerez;ma.ʃi.nə.ʁe
machineri;ma.ʃi.ne.ʁi
machinerie;ma.ʃin.ʁi
machineries;ma.ʃin.ʁi
machineriez;ma.ʃi.nə.ʁje
machinerions;ma.ʃi.nə.ʁjɔ̃
machinerons;ma.ʃi.nə.ʁɔ̃
machineront;ma.ʃi.nə.ʁɔ̃
machinery;me.mo
machines;ma.ʃin
machineur;ma.ʃi.nœʁ
machinez;ma.ʃi.ne
machiniez;ma.ʃi.nje
machinima;ma.ʃi.ni.ma
machinimas;ma.ʃi.ni.ma
machinions;ma.ʃi.njɔ̃
machinique;ma.ʃi.nik
machiniques;ma.ʃi.nik
machinisation;ma.ʃi.ni.za.sjɔ̃
machinisations;ma.ʃi.ni.za.sjɔ̃
machinisme;ma.ʃi.nism
machinismes;ma.ʃi.nism
machiniste;ma.ʃi.nist
machinistes;ma.ʃi.nist
machinoir;ma.ʃi.nwaʁ
machinoirs;ma.ʃi.nwaʁ
machinons;ma.ʃi.nɔ̃
machinos;ma.ki.no
machins;ma.ʃɛ̃
machio;maʃ
machions;ma.ʃjɔ̃
machisme;ma.tʃism
machiste;ma.tʃist
machistes;mat.ʃist
machmètre;ma.dʁi.lɛn
macho;ma.tʃo
machonner;maʃ
machons;ma.ʃɔ̃
machorka;ma.ʃɔʁ.ka
machos;mat.ʃo
machtlos;ɛks.te.ʁi.tɔ.ʁjal
machucadura;ma.tʃo
machurâmes;ma.ʃy.ʁam
machurât;ma.ʃy.ʁa
machurâtes;ma.ʃy.ʁat
machurèrent;ma.ʃy.ʁɛʁ
machuré;ma.ʃy.ʁe
machurée;ma.ʃy.ʁe
machurées;ma.ʃy.ʁe
machurés;ma.ʃy.ʁe
machura;ma.ʃy.ʁa
machurai;ma.ʃy.ʁe
machuraient;ma.ʃy.ʁɛ
machurais;ma.ʃy.ʁɛ
machurait;ma.ʃy.ʁɛ
machurant;ma.ʃy.ʁɑ̃
machuras;ma.ʃy.ʁa
machurasse;ma.ʃy.ʁas
machurassent;ma.ʃy.ʁas
machurasses;ma.ʃy.ʁas
machurassiez;ma.ʃy.ʁa.sje
machurassions;ma.ʃy.ʁa.sjɔ̃
machure;ma.ʃyʁ
machurent;ma.ʃyʁ
machurer;ma.ʃy.ʁe
machurera;ma.ʃy.ʁə.ʁa
machurerai;ma.ʃy.ʁə.ʁe
machureraient;ma.ʃy.ʁə.ʁɛ
machurerais;ma.ʃy.ʁə.ʁɛ
machurerait;ma.ʃy.ʁə.ʁɛ
machureras;ma.ʃy.ʁə.ʁa
machurerez;ma.ʃy.ʁə.ʁe
machureriez;ma.ʃy.ʁə.ʁje
machurerions;ma.ʃy.ʁə.ʁjɔ̃
machurerons;ma.ʃy.ʁə.ʁɔ̃
machureront;ma.ʃy.ʁə.ʁɔ̃
machures;ma.ʃyʁ
machurez;ma.ʃy.ʁe
machuriez;ma.ʃy.ʁje
machurions;ma.ʃy.ʁjɔ̃
machurons;ma.ʃy.ʁɔ̃
macieira;ma.tʃo
macigno;ma.si.ɲo
macilentus;mɔ.sad
macina;ma.si.na
macine;ma.sin
macintosh;ma.kin.tɔʃ
macintoshs;ma.ʃi.nism
macis;ma.si
mackintosh;ma.kɛ̃.tɔʃ
maclâmes;mak.lam
maclât;mak.la
maclâtes;mak.lat
maclèrent;mak.lɛʁ
maclé;mak.le
maclée;mak.le
maclées;mak.le
maclés;mak.le
macla;mak.la
maclage;mak.laʒ
maclages;ma.ʃi.nism
maclai;mak.le
maclaient;mak.lɛ
maclais;mak.lɛ
maclait;mak.lɛ
maclant;mak.lɑ̃
maclas;mak.la
maclasse;mak.las
maclassent;mak.las
maclasses;mak.las
maclassiez;mak.la.sje
maclassions;mak.la.sjɔ̃
macle;makl
maclent;makl
macler;mak.le
maclera;mak.lə.ʁa
maclerai;mak.lə.ʁe
macleraient;mak.lə.ʁɛ
maclerais;mak.lə.ʁɛ
maclerait;mak.lə.ʁɛ
macleras;mak.lə.ʁa
maclerez;mak.lə.ʁe
macleriez;mak.lə.ʁje
maclerions;mak.lə.ʁjɔ̃
maclerons;mak.lə.ʁɔ̃
macleront;mak.lə.ʁɔ̃
macles;makl
maclez;mak.le
macliez;mak.li.je
maclions;mak.li.jɔ̃
maclon;mak.lɔ̃
maclonnière;mak.lɔ.njɛʁ
maclons;mak.lɔ̃
maclure;mak.lyʁ
maclures;ma.ʃi.nism
maclurite;mak.ly.ʁit
maclurites;mak.ly.ʁit
maconnaise;ma.kɔ.nɛz
maconnaises;ma.kɔ.nɛz
macouba;ma.ku.ba
macoute;ma.kut
macoutes;ma.kut
macquâmes;ma.kam
macquât;ma.ka
macquâtes;ma.kat
macquèrent;ma.kɛʁ
macqué;ma.ke
macquée;ma.ke
macquées;ma.ke
macqués;ma.ke
macqua;ma.ka
macquage;ma.kaʒ
macquai;ma.ke
macquaient;ma.kɛ
macquais;ma.kɛ
macquait;ma.kɛ
macquant;ma.kɑ̃
macquas;ma.ka
macquasse;ma.kas
macquassent;ma.kas
macquasses;ma.kas
macquassiez;ma.ka.sje
macquassions;ma.ka.sjɔ̃
macque;mak
macquent;mak
macquer;ma.ke
macquera;ma.kə.ʁa
macquerai;ma.kə.ʁe
macqueraient;ma.kə.ʁɛ
macquerais;ma.kə.ʁɛ
macquerait;ma.kə.ʁɛ
macqueras;ma.kə.ʁa
macquerez;ma.kə.ʁe
macquerie;ma.kə.ʁi
macqueriez;ma.kə.ʁje
macquerions;ma.kə.ʁjɔ̃
macquerons;ma.kə.ʁɔ̃
macqueront;ma.kə.ʁɔ̃
macques;mak
macquez;ma.ke
macquiez;ma.kje
macquions;ma.kjɔ̃
macquons;ma.kɔ̃
macramé;mak.ʁa.me
macramés;mak.ʁa.me
macre;makʁ
macrelle;mak.ʁɛl
macres;makʁ
macreuse;mak.ʁøz
macreuses;mak.ʁøz
macroéconomie;mak.ʁo.e.kɔ.nɔ.mi
macroéconomies;ma.sɔ.naʒ
macroéconomique;mak.ʁo.e.kɔ.nɔ.mik
macroéconomiques;ma.sɔ.naʒ
macroéconomistes;mak.ʁo.e.kɔ.nɔ.mist
macro;mak.ʁo
macrobien;mak.ʁɔ.bjɛ̃
macrobienne;mak.ʁɔ.bjɛn
macrobiennes;mak.ʁɔ.bjɛ̃
macrobiens;mak.ʁɔ.bjɛ̃
macrobioticamente;ɛs.bɛʁɡ
macrobiotique;mak.ʁo.bjo.tik
macrobiotiques;ma.sɔ.naʒ
macrobiotisme;mak.ʁɔ.bjɔ.tism
macrobiotismes;mak.ʁɔ.bjɔ.tism
macrocéchets;mak.ʁo.de.ʃɛ
macrocéphale;mak.ʁɔ.se.fal
macrocéphales;mak.ʁɔ.se.fal
macrocéphalie;mak.ʁo.se.fa.li
macrocéphalies;mak.ʁo.se.fa.li
macrocéphalisation;mak.ʁo.se.fa.li.za.sjɔ̃
macrocéphalopode;mak.ʁɔ.se.fa.lɔ.pɔd
macrocellule;mak.ʁo.sɛ.lyl
macrochirie;mak.ʁɔ.ki.ʁi
macrocosme;mak.ʁɔ.kɔsm
macrocosmes;ma.sɔ.naʒ
macrocosmique;ma.ka.ʁø
macrocosms;ɛ̃.ti.ma.sjɔ̃
macrocycle;makʁo.sikl
macrocystes;mak.ʁɔ.sist
macrocytose;mak.ʁo.sit.oz
macrodactyle;mak.ʁɔ.lɔ.ʒi
macrodactylie;mak.ʁɔ.dak.ti.li
macrodispersions;mik.ʁɔ.kap.syl
macroevolutions;ɛɡ.zy.ma.sjɔ̃
macrofaune;mak.ʁo.fon
macrofaunes;mak.ʁo.fon
macrographie;mak.ʁo.ɡʁa.fi
macrographies;mak.ʁo.ɡʁa.fi
macrolépidoptères;mak.ʁɔ.le.pi.dɔp.tɛʁ
macrolangage;mak.ʁɔ.lɑ̃.ɡaʒ
macrolanguage;mak.ʁɔ.lɑ̃ɡ
macrolangue;mak.ʁɔ.lɑ̃ɡ
macrolangues;mak.ʁɔ.lɑ̃ɡ
macrolides;ɛks.fil.tʁa.sjɔ̃
macrologie;mak.ʁɔ.lɔ.ʒi
macrologies;ma.sɔ.naʒ
macromélie;mak.ʁɔ.me.li
macromélies;ma.sɔ.naʒ
macromers;mik.ʁɔ.kap.syl
macromoléculaire;mak.ʁɔ.mɔ.le.ky.lɛʁ
macromolécule;mak.ʁɔ.mɔ.le.kyl
macromolécules;mak.ʁɔ.mɔ.le.kyl
macromonomers;mik.ʁɔ.kap.syl
macromycète;mak.ʁɔ.mi.sɛt
macromycètes;mak.ʁɔ.mi.sɛt
macron;mak.ʁɔ̃
macrons;mak.ʁɔ̃
macroordinateur;makʁɔɔʁdi.na.tœʁ
macropétale;mak.ʁɔ.pe.tal
macrophage;mak.ʁo.faʒ
macrophages;mak.ʁo.faʒ
macrophotographie;mak.ʁo.fɔ.to.ɡʁa.fi
macrophotographies;mak.ʁo.fɔ.to.ɡʁa.fi
macrophyte;mak.ʁɔ.fit
macrophytique;mak.ʁɔ.fi.tik
macrophytiques;mak.ʁɔ.fi.tik
macropode;mak.ʁɔ.kɔsm
macropodie;mak.ʁ.pɔ.di
macroradicals;mik.ʁɔ.kap.syl
macrorhize;mak.ʁɔ.ʁiz
macros;mak.ʁo
macroscien;mak.ʁo.sjɛ̃
macroscopique;mak
macrosmate;mak.ʁo.smat
macrosporange;mak.ʁo.spɔ.ʁɑ̃ʒ
macrosporanges;ma.sɔ.naʒ
macrostiche;mak.ʁɔ.stiʃ
macrostiches;ma.sɔ.naʒ
macrostomie;mak.ʁɔs.tɔ.mi
macrostomies;mak.ʁɔs.tɔ.mi
macrotarsien;mak.ʁɔ.bjɛ̃
macrotypographie;mak.ʁɔ.ti.pɔ.ɡʁa.fi
macroure;mak.ʁuʁ
macroures;mak.ʁuʁ
macrouridé;mak.ʁu.ʁi.de
macrouridés;ma.sɔ.naʒ
macs;mak
mactabile;myl.ti.kɔ.lɔʁ
mactabilem;myl.ti.kɔ.lɔʁ
mactabiles;myl.ti.kɔ.lɔʁ
mactabili;myl.ti.kɔ.lɔʁ
mactabilia;myl.ti.kɔ.lɔʁ
mactabilibus;myl.ti.kɔ.lɔʁ
mactabilium;myl.ti.kɔ.lɔʁ
mactare;ma.ʃi.na
mactatione;ɛ̃.bi.ta.bi.li.te
mactationem;ɛ̃.bi.ta.bi.li.te
mactationes;ɛ̃.bi.ta.bi.li.te
mactationi;ɛ̃.bi.ta.bi.li.te
mactationibus;ɛ̃.bi.ta.bi.li.te
mactationis;ɛ̃.bi.ta.bi.li.te
mactationum;ɛ̃.bi.ta.bi.li.te
mactatore;ɛ̃.bi.ta.bi.li.te
mactatorem;ɛ̃.bi.ta.bi.li.te
mactatores;ɛ̃.bi.ta.bi.li.te
mactatori;ɛ̃.bi.ta.bi.li.te
mactatoribus;ɛ̃.bi.ta.bi.li.te
mactatoris;ɛ̃.bi.ta.bi.li.te
maculâmes;ma.ky.lam
maculât;ma.ky.la
maculâtes;ma.ky.lat
maculèrent;ma.ky.lɛʁ
maculé;ma.ky.le
maculée;ma.ky.le
maculées;ma.ky.le
maculés;ma.ky.le
macula;ma.ky.la
maculage;ma.ky.laʒ
maculages;ma.sɔ.naʒ
maculai;ma.ky.le
maculaient;ma.ky.lɛ
maculaire;ma.ky.lɛʁ
maculaires;ma.ky.lɛʁ
maculais;ma.ky.lɛ
maculait;ma.ky.lɛ
maculant;ma.ky.lɑ̃
macular;ma.tʃo
maculas;ma.ky.la
maculasse;ma.ky.las
maculassent;ma.ky.las
maculasses;ma.ky.las
maculassiez;ma.ky.la.sje
maculassions;ma.ky.la.sjɔ̃
maculature;ma.ky.la.tyʁ
macule;ma.kyl
maculent;ma.kyl
maculer;ma.ky.le
maculera;ma.ky.lə.ʁa
maculerai;ma.ky.lə.ʁe
maculeraient;ma.ky.lə.ʁɛ
maculerais;ma.ky.lə.ʁɛ
maculerait;ma.ky.lə.ʁɛ
maculeras;ma.ky.lə.ʁa
maculerez;ma.ky.lə.ʁe
maculeriez;ma.ky.lə.ʁje
maculerions;ma.ky.lə.ʁjɔ̃
maculerons;ma.ky.lə.ʁɔ̃
maculeront;ma.ky.lə.ʁɔ̃
macules;ma.kyl
maculez;ma.ky.le
maculiez;ma.ky.lje
maculiforme;ma.ky.li.fɔʁm
maculiformes;ma.ky.li.fɔʁm
maculions;ma.ky.ljɔ̃
maculons;ma.ky.lɔ̃
macusson;ma.ky.sɔ̃
madère;ma.dɛʁ
madécasse;ma.de.kas
madéfaction;ma.ka.dam
madéfiâmes;ma.de.fjam
madéfiât;ma.de.fja
madéfiâtes;ma.de.fjat
madéfièrent;ma.de.fjɛʁ
madéfié;ma.de.fje
madéfiée;ma.de.fje
madéfiées;ma.de.fje
madéfiés;ma.de.fje
madéfia;ma.de.fja
madéfiai;ma.de.fje
madéfiaient;ma.de.fjɛ
madéfiais;ma.de.fjɛ
madéfiait;ma.de.fjɛ
madéfiant;ma.de.fjɑ̃
madéfias;ma.de.fja
madéfiasse;ma.de.fjas
madéfiassent;ma.de.fjas
madéfiasses;ma.de.fjas
madéfiassiez;ma.de.fja.sje
madéfiassions;ma.de.fja.sjɔ̃
madéfie;ma.de.fi
madéfient;ma.de.fi
madéfier;ma.de.fje
madéfiera;ma.de.fi.ʁa
madéfierai;ma.de.fi.ʁe
madéfieraient;ma.de.fi.ʁɛ
madéfierais;ma.de.fi.ʁɛ
madéfierait;ma.de.fi.ʁɛ
madéfieras;ma.de.fi.ʁa
madéfierez;ma.de.fi.ʁe
madéfieriez;ma.de.fi.ʁje
madéfierions;ma.de.fi.ʁjɔ̃
madéfierons;ma.de.fi.ʁɔ̃
madéfieront;ma.de.fi.ʁɔ̃
madéfies;ma.de.fi
madéfiez;ma.de.fje
madéfiiez;ma.de.fi.je
madéfiions;ma.de.fi.jɔ̃
madéfions;ma.de.fjɔ̃
madérien;ma.de.ʁjɛ̃
madérienne;ma.de.ʁjɛn
madériennes;ma.de.ʁjɛn
madériens;ma.de.ʁjɛ̃
madérisâmes;ma.de.ʁi.zam
madérisât;ma.de.ʁi.za
madérisâtes;ma.de.ʁi.zat
madérisèrent;ma.de.ʁi.zɛʁ
madérisé;ma.de.ʁi.ze
madérisée;ma.de.ʁi.ze
madérisées;ma.de.ʁi.ze
madérisés;ma.de.ʁi.ze
madérisa;ma.de.ʁi.za
madérisai;ma.de.ʁi.ze
madérisaient;ma.de.ʁi.zɛ
madérisais;ma.de.ʁi.zɛ
madérisait;ma.de.ʁi.zɛ
madérisant;ma.de.ʁi.zɑ̃
madérisas;ma.de.ʁi.za
madérisasse;ma.de.ʁi.zas
madérisassent;ma.de.ʁi.zas
madérisasses;ma.de.ʁi.zas
madérisassiez;ma.de.ʁi.za.sje
madérisassions;ma.de.ʁi.za.sjɔ̃
madérise;ma.de.ʁiz
madérisent;ma.de.ʁiz
madériser;ma.deʁi.ze
madérisera;ma.de.ʁi.zə.ʁa
madériserai;ma.de.ʁi.zə.ʁe
madériseraient;ma.de.ʁi.zə.ʁɛ
madériserais;ma.de.ʁi.zə.ʁɛ
madériserait;ma.de.ʁi.zə.ʁɛ
madériseras;ma.de.ʁi.zə.ʁa
madériserez;ma.de.ʁi.zə.ʁe
madériseriez;ma.de.ʁi.zə.ʁje
madériserions;ma.de.ʁi.zə.ʁjɔ̃
madériserons;ma.de.ʁi.zə.ʁɔ̃
madériseront;ma.de.ʁi.zə.ʁɔ̃
madérises;ma.de.ʁiz
madérisez;ma.de.ʁi.ze
madérisiez;ma.de.ʁi.zje
madérisions;ma.de.ʁi.zjɔ̃
madérisons;ma.de.ʁi.zɔ̃
madagloire;mɔ.ʁɔ̃
madagoire;mɔ.ʁɔ̃
madame;ma.dam
madames;ma.dam
madamisations;ma.da.mi.za.sjɔ̃
madda;ma.da
madded;ɛʁ.ɡo.ta.min
madefying;ɛ̃k.ʁi.mi.nɑ̃t
madeira;ma.tʃo
madeleine;mad.lɛn
madeleines;mad.lɛn
madeleinisâmes;mad.lɛ.ni.zam
madeleinisât;mad.lɛ.ni.za
madeleinisâtes;mad.lɛ.ni.zat
madeleinisèrent;mad.lɛ.ni.zɛʁ
madeleinisé;mad.lɛ.ni.ze
madeleinisée;mad.lɛ.ni.ze
madeleinisées;mad.lɛ.ni.ze
madeleinisés;mad.lɛ.ni.ze
madeleinisa;mad.lɛ.ni.za
madeleinisai;mad.lɛ.ni.ze
madeleinisaient;mad.lɛ.ni.zɛ
madeleinisais;mad.lɛ.ni.zɛ
madeleinisait;mad.lɛ.ni.zɛ
madeleinisant;mad.lɛ.ni.zɑ̃
madeleinisas;mad.lɛ.ni.za
madeleinisasse;mad.lɛ.ni.zas
madeleinisassent;mad.lɛ.ni.zas
madeleinisasses;mad.lɛ.ni.zas
madeleinisassiez;mad.lɛ.ni.za.sje
madeleinisassions;mad.lɛ.ni.za.sjɔ̃
madeleinise;mad.lɛ.niz
madeleinisent;mad.lɛ.niz
madeleiniser;mad.lɛ.ni.ze
madeleinisera;mad.lɛ.ni.zə.ʁa
madeleiniserai;mad.lɛ.ni.zə.ʁe
madeleiniseraient;mad.lɛ.ni.zə.ʁɛ
madeleiniserais;mad.lɛ.ni.zə.ʁɛ
madeleiniserait;mad.lɛ.ni.zə.ʁɛ
madeleiniseras;mad.lɛ.ni.zə.ʁa
madeleiniserez;mad.lɛ.ni.zə.ʁe
madeleiniseriez;mad.lɛ.ni.zə.ʁje
madeleiniserions;mad.lɛ.ni.zə.ʁjɔ̃
madeleiniserons;mad.lɛ.ni.zə.ʁɔ̃
madeleiniseront;mad.lɛ.ni.zə.ʁɔ̃
madeleinises;mad.lɛ.niz
madeleinisez;mad.lɛ.ni.ze
madeleinisiez;mad.lɛ.ni.zje
madeleinisions;mad.lɛ.ni.zjɔ̃
madeleinisons;mad.lɛ.ni.zɔ̃
madeleinois;ma.dlɛ.nwa
madelinot;mad.li.no
madelinots;mad.li.no
mademoiselle;mad.mwa.zɛl
mademoiselles;mad.mwa.zɛl
madi;ma.di
madiaïque;ma.dja.ik
madiaïques;ma.dja.ik
madia;ma.dja
madianite;ma.dja.nit
madianites;ma.dja.ik
madier;ma.dje
madiers;ma.dja.ik
madiran;ma.di.ʁɑ̃
madirans;ma.di.ʁɑ̃
madite;ma.dit
madness;ɛ̃.vi.ta.sjɔ̃
madone;ma.dɔn
madones;ma.dɔn
madot;mɔb
madré;ma.dʁe
madrée;mad.ʁe
madrées;ma.dʁe
madréphylles;ma.dʁe.fil
madréporés;ma.dʁe.pɔ.ʁe
madréporaire;mwa.te
madrépore;mad.ʁe.pɔʁ
madrépores;mad.ʁe.pɔʁ
madréporien;ma.dʁe.pɔ.ʁjɛ̃
madréporienne;ma.dʁe.pɔ.ʁjɛn
madréporiennes;ma.dʁe.pɔ.ʁjɛ̃
madréporiens;ma.dʁe.pɔ.ʁjɛ̃
madréporique;ma.dʁe.po.ʁik
madrés;mad.ʁe
madraguâmes;ma.dʁa.ɡam
madraguât;ma.dʁa.ɡa
madraguâtes;ma.dʁa.ɡat
madraguèrent;ma.dʁa.ɡɛʁ
madragué;ma.dʁa.ɡe
madraguée;ma.dʁa.ɡe
madraguées;ma.dʁa.ɡe
madragués;ma.dʁa.ɡe
madragua;ma.dʁa.ɡa
madraguai;ma.dʁa.ɡe
madraguaient;ma.dʁa.ɡɛ
madraguais;ma.dʁa.ɡɛ
madraguait;ma.dʁa.ɡɛ
madraguant;ma.dʁa.ɡɑ̃
madraguas;ma.dʁa.ɡa
madraguasse;ma.dʁa.ɡas
madraguassent;ma.dʁa.ɡas
madraguasses;ma.dʁa.ɡas
madraguassiez;ma.dʁa.ɡa.sje
madraguassions;ma.dʁa.ɡa.sjɔ̃
madrague;ma.dʁaɡ
madraguent;ma.dʁaɡ
madraguer;ma.dʁa.ɡe
madraguera;ma.dʁa.ɡə.ʁa
madraguerai;ma.dʁa.ɡə.ʁe
madragueraient;ma.dʁa.ɡə.ʁɛ
madraguerais;ma.dʁa.ɡə.ʁɛ
madraguerait;ma.dʁa.ɡə.ʁɛ
madragueras;ma.dʁa.ɡə.ʁa
madraguerez;ma.dʁa.ɡə.ʁe
madragueriez;ma.dʁa.ɡə.ʁje
madraguerions;ma.dʁa.ɡə.ʁjɔ̃
madraguerons;ma.dʁa.ɡə.ʁɔ̃
madragueront;ma.dʁa.ɡə.ʁɔ̃
madragues;ma.dʁaɡ
madraguez;ma.dʁa.ɡe
madraguiez;ma.dʁa.ɡje
madraguions;ma.dʁa.ɡjɔ̃
madraguons;ma.dʁa.ɡɔ̃
madras;ma.dʁas
madrasahs;ma.dʁa.sa
madrassa;ma.dʁa.sa
madrassas;ma.dʁa.sa
madrate;ma.dʁat
madrates;ma.dja.ik
madregole;mɔ.ʁɔ̃
madrier;mad.ʁi.je
madriers;mad.ʁi.je
madrigal;ma.sɔ.ne
madrigalier;ma.dʁi.ɡa.lje
madrigalisâmes;ma.dʁi.ɡa.li.zam
madrigalisât;ma.dʁi.ɡa.li.za
madrigalisâtes;ma.dʁi.ɡa.li.zat
madrigalisèrent;ma.dʁi.ɡa.li.zɛʁ
madrigalisé;ma.dʁi.ɡa.li.ze
madrigalisa;ma.dʁi.ɡa.li.za
madrigalisai;ma.dʁi.ɡa.li.ze
madrigalisaient;ma.dʁi.ɡa.li.zɛ
