Lælie;le.li
lactoses;lak.toz
lactosez;lak.to.ze
lactosiez;lak.to.zje
lactosions;lak.to.zjɔ̃
lactosons;lak.to.zɔ̃
lactucarium;lak.ty.ka.ʁjɔm
lactucique;lak.ty.sik
lactum;lɔ.bɔ.tɔ.mi
lacu;la.ɡos
lacui;la.ɡos
lacum;le.zaʁ.do
lacunaire;la.ky.nɛʁ
lacune;la.kyn
lacunes;la.kyn
lacuneuse;la.ky.nøz
lacuneuses;la.ky.nøz
lacuneux;la.ky.nø
lacunosité;la.ky.no.zi.te
lacustre;la.kystʁ
lacustres;la.kystʁ
lacuum;la.ɡos
ladère;la.dɛʁ
lad;lad
ladanum;la.da.nɔm
ladière;la.djɛʁ
ladies;le.di
ladin;la.dɛ̃
ladine;la.din
ladines;la.din
ladinien;la.di.njɛ̃
ladino;la.di.no
ladite;la.dit
ladrar;la.di.no
ladre;ladʁ
ladrerie;lad.ʁə.ʁi
ladreries;lad.ʁə.ʁi
ladrier;lik.nit
lads;lad
ladure;la.dyʁ
lady;le.di
ladys;le.di
laece;lɛz
laetare;ɛʁ.sə.mɑ̃
lafertoises;la.fɛʁ.twaz
lafi;ɛ̃.tɛʁp.ʁɔ.vɛ̃.sjal
lagéniforme;la.ʒe.ni.fɔʁm
lagéniformes;la.ʒe.ni.fɔʁm
lagarta;la.di.no
lager;la.ɡɛʁ
lagers;la.ɡɛʁ
lagger;la.ɡe
lagide;la.ʒid
lagnâmes;la.ɲam
lagnât;la.ɲa
lagnâtes;la.ɲat
lagnèrent;la.ɲɛʁ
lagné;la.ɲe
lagnée;la.ɲe
lagnées;la.ɲe
lagnés;la.ɲe
lagna;la.ɲa
lagnai;la.ɲe
lagnaient;la.ɲɛ
lagnais;la.ɲɛ
lagnait;la.ɲɛ
lagnant;la.ɲɑ̃
lagnas;la.ɲa
lagnasse;la.ɲas
lagnassent;la.ɲas
lagnasses;la.ɲas
lagnassiez;la.ɲa.sje
lagnassions;la.ɲa.sjɔ̃
lagne;laɲ
lagnent;laɲ
lagner;la.ɲe
lagnera;la.ɲə.ʁa
lagnerai;la.ɲə.ʁe
lagneraient;la.ɲə.ʁɛ
lagnerais;la.ɲə.ʁɛ
lagnerait;la.ɲə.ʁɛ
lagneras;la.ɲə.ʁa
lagnerez;la.ɲə.ʁe
lagneriez;la.ɲə.ʁje
lagnerions;la.ɲə.ʁjɔ̃
lagnerons;la.ɲə.ʁɔ̃
lagneront;la.ɲə.ʁɔ̃
lagnes;laɲ
lagnez;la.ɲe
lagniappes;lɔ̃.ʒi.tyd
lagniez;la.ɲe
lagnions;la.ɲɔ̃
lagnons;la.ɲɔ̃
lagnotaine;la.ɲɔ.tɛn
lagoécie;la.ɡɔ.se.fal
lagocéphale;la.ɡɔ.se.fal
lagomorphe;la.ɡo.mɔʁf
lagomorphes;la.ɡo.mɔʁf
lagon;la.ɡɔ̃
lagons;la.ɡɔ̃
lagopède;la.ɡɔ.pɛd
lagopèdes;la.ɡɔ.pɛd
lagophtalmie;lɛ
lagos;la.ɡos
lagosta;la.di.no
lagre;laɡʁ
laguer;la.ɡe
laguillière;la.ɡi.jɛʁ
laguiole;la.jɔl
laguioles;la.jɔl
laguis;la.ɡi
lagunâmes;la.ɡy.nam
lagunât;la.ɡy.na
lagunâtes;la.ɡy.nat
lagunèrent;la.ɡy.nɛʁ
laguné;la.ɡy.ne
lagunée;la.ɡy.ne
lagunées;la.ɡy.ne
lagunés;la.ɡy.ne
laguna;la.ɡy.na
lagunai;la.ɡy.ne
lagunaient;la.ɡy.nɛ
lagunaire;la.ɡy.nɛʁ
lagunais;la.ɡy.nɛ
lagunait;la.ɡy.nɛ
lagunant;la.ɡy.nɑ̃
lagunas;la.ɡy.na
lagunasse;la.ɡy.nas
lagunassent;la.ɡy.nas
lagunasses;la.ɡy.nas
lagunassiez;la.ɡy.na.sje
lagunassions;la.ɡy.na.sjɔ̃
lagune;la.ɡyn
lagunent;la.ɡyn
laguner;la.ɡy.ne
lagunera;la.ɡy.nə.ʁa
lagunerai;la.ɡy.nə.ʁe
laguneraient;la.ɡy.nə.ʁɛ
lagunerais;la.ɡy.nə.ʁɛ
lagunerait;la.ɡy.nə.ʁɛ
laguneras;la.ɡy.nə.ʁa
lagunerez;la.ɡy.nə.ʁe
laguneriez;la.ɡy.nə.ʁje
lagunerions;la.ɡy.nə.ʁjɔ̃
lagunerons;la.ɡy.nə.ʁɔ̃
laguneront;la.ɡy.nə.ʁɔ̃
lagunes;la.ɡyn
laguneuse;la.ɡy.nøz
laguneuses;la.ɡy.nøz
laguneux;la.ɡy.nø
lagunez;la.ɡy.ne
laguniez;la.ɡy.nje
lagunions;la.ɡy.njɔ̃
lagunons;la.ɡy.nɔ̃
lahar;la.aʁ
lahars;la.aʁ
lahko;laj.ka
lai;lɛ
laia;la.ɡy.na
laiche;lɛʃ
laiches;lɛʃ
laidîmes;lɛ.dim
laidît;lɛ.di
laidîtes;lɛ.dit
laid;lɛ
laide;lɛd
laidement;lɛd.mɑ̃
laiderons;lɛd.ʁɔ̃
laides;lɛd
laideur;lɛ.dœʁ
laideurs;lɛ.dœʁ
laidi;lɛ.di
laidir;lɛ.diʁ
laidira;lɛ.di.ʁa
laidirai;lɛ.di.ʁe
laidiraient;lɛ.di.ʁɛ
laidirais;lɛ.di.ʁɛ
laidirait;lɛ.di.ʁɛ
laidiras;lɛ.di.ʁa
laidirent;lɛ.diʁ
laidirez;lɛ.di.ʁe
laidiriez;lɛ.di.ʁje
laidirions;lɛ.di.ʁjɔ̃
laidirons;lɛ.di.ʁɔ̃
laidiront;lɛ.di.ʁɔ̃
laidis;lɛ.di
laidissaient;lɛ.di.sɛ
laidissais;lɛ.di.sɛ
laidissait;lɛ.di.sɛ
laidissant;lɛ.di.sɑ̃
laidisse;lɛ.dis
laidissent;lɛ.dis
laidisses;lɛ.dis
laidissez;lɛ.di.se
laidissiez;lɛ.di.sje
laidissions;lɛ.di.sjɔ̃
laidissons;lɛ.di.sɔ̃
laidit;lɛ.di
laids;lɛ
laie;lɛ
laient;lɛ
laiera;lɛ.ʁa
laierai;lɛ.ʁe
laieraient;lɛ.ʁɛ
laierais;lɛ.ʁɛ
laierait;lɛ.ʁɛ
laieras;lɛ.ʁa
laierez;lɛ.ʁe
laieriez;lɛ.ʁje
laierions;lɛ.ʁjɔ̃
laierons;lɛ.ʁɔ̃
laieront;lɛ.ʁɔ̃
laies;lɛ
laigne;laɲ
laimargue;la.i.ka
lainâmes;lɛ.nam
lainât;lɛ.na
lainâtes;lɛ.nat
lainèrent;lɛ.nɛʁ
lainé;lɛ.ne
lainée;lɛ.ne
lainées;lɛ.ne
lainés;lɛ.ne
laina;lɛ.na
lainage;lɛ.naʒ
lainages;lɛ.naʒ
lainai;lɛ.ne
lainaient;lɛ.nɛ
lainais;lɛ.nɛ
lainait;lɛ.nɛ
lainant;lɛ.nɑ̃
lainas;lɛ.na
lainasse;lɛ.nas
lainassent;lɛ.nas
lainasses;lɛ.nas
lainassiez;lɛ.na.sje
lainassions;lɛ.na.sjɔ̃
laine;lɛn
lainent;lɛn
lainer;lɛ.ne
lainera;lɛ.nə.ʁa
lainerai;lɛ.nə.ʁe
laineraient;lɛ.nə.ʁɛ
lainerais;lɛ.nə.ʁɛ
lainerait;lɛ.nə.ʁɛ
laineras;lɛ.nə.ʁa
lainerez;lɛ.nə.ʁe
lainerie;la.mi.ne
laineriez;lɛ.nə.ʁje
lainerions;lɛ.nə.ʁjɔ̃
lainerons;lɛ.nə.ʁɔ̃
laineront;lɛ.nə.ʁɔ̃
laines;lɛn
laineur;la.i.ka
laineurs;lɛ.nœʁ
laineuse;lɛ.nøz
laineuses;lɛ.nøz
lainez;lɛ.ne
lainier;lɛ.nje
lainiez;lɛ.nje
lainions;lɛ.njɔ̃
lainons;lɛ.nɔ̃
laird;lɛʁd
laire;ɛs.ku.ɛt
lairier;lik.nit
lairis;lɛ.ʁi
lairon;ɛs.ku.ɛt
lais;lɛ
laise;lɛz
laises;lɛz
laissâmes;lɛ.sam
laissât;lɛ.sa
laissâtes;lɛ.sat
laissèrent;lɛ.sɛʁ
laissé;lɛ.se
laissée;lɛ.se
laissées;le.se
laissés;lɛ.se
laissa;lɛ.sa
laissable;lɛ.sabl
laissai;lɛ.se
laissaient;lɛ.sɛ
laissais;lɛ.sɛ
laissait;lɛ.sɛ
laissant;lɛ.sɑ̃
laissas;lɛ.sa
laissasse;lɛ.sas
laissassent;lɛ.sas
laissasses;lɛ.sas
laissassiez;lɛ.sa.sje
laissassions;lɛ.sa.sjɔ̃
laisse;lɛs
laissent;lɛs
laisser;lɛ.se
laissera;lɛ.sə.ʁa
laisserai;lɛ.sə.ʁe
laisseraient;lɛ.sə.ʁɛ
laisserais;lɛ.sə.ʁɛ
laisserait;lɛ.sə.ʁɛ
laisseras;lɛ.sə.ʁa
laisserez;lɛ.sə.ʁe
laisseriez;lɛ.sə.ʁje
laisserions;lɛ.sə.ʁjɔ̃
laisserons;lɛ.sə.ʁɔ̃
laisseront;lɛ.sə.ʁɔ̃
laisses;lɛs
laissez;lɛ.se
laissiez;lɛ.sje
laissions;lɛ.sjɔ̃
laissons;lɛ.sɔ̃
laité;lɛ.te
lait;lɛ
laitage;lɛ.taʒ
laitages;lɛ.taʒ
laitance;lɛ.tɑ̃s
laitances;lɛ.tɑ̃s
laitar;lɛ.taʁ
laite;lɛt
laiteau;lɛ.to
laiterie;lɛt.ʁi
laiteries;lɛt.ʁi
laiterol;lɛ.tə.ʁɔl
laiteron;lɛ.tʁɔ̃
laiterons;lɛ.tʁɔ̃
laites;lɛt
laiteuse;lɛ.tøz
laiteuses;lɛ.tøz
laitière;lɛ.tjɛʁ
laitières;lɛ.tjɛʁ
laitiat;lɛ.tja
laitier;lɛ.tje
laitiers;lɛ.tje
laiton;lɛ.tɔ̃
laitonnâmes;lɛ.tɔ.nam
laitonnât;lɛ.tɔ.na
laitonnâtes;lɛ.tɔ.nat
laitonnèrent;lɛ.tɔ.nɛʁ
laitonné;lɛ.tɔ.ne
laitonnée;lɛ.tɔ.ne
laitonnées;lɛ.tɔ.ne
laitonnés;lɛ.tɔ.ne
laitonna;lɛ.tɔ.na
laitonnage;lɛ.tɔ.naʒ
laitonnai;lɛ.tɔ.ne
laitonnaient;lɛ.tɔ.nɛ
laitonnais;lɛ.tɔ.nɛ
laitonnait;lɛ.tɔ.nɛ
laitonnant;lɛ.tɔ.nɑ̃
laitonnas;lɛ.tɔ.na
laitonnasse;lɛ.tɔ.nas
laitonnassent;lɛ.tɔ.nas
laitonnasses;lɛ.tɔ.nas
laitonnassiez;lɛ.tɔ.na.sje
laitonnassions;lɛ.tɔ.na.sjɔ̃
laitonne;lɛ.tɔn
laitonnent;lɛ.tɔn
laitonner;lɛ.tɔ.ne
laitonnera;lɛ.tɔ.nə.ʁa
laitonnerai;lɛ.tɔ.nə.ʁe
laitonneraient;lɛ.tɔ.nə.ʁɛ
laitonnerais;lɛ.tɔ.nə.ʁɛ
laitonnerait;lɛ.tɔ.nə.ʁɛ
laitonneras;lɛ.tɔ.nə.ʁa
laitonnerez;lɛ.tɔ.nə.ʁe
laitonneriez;lɛ.tɔ.nə.ʁje
laitonnerions;lɛ.tɔ.nə.ʁjɔ̃
laitonnerons;lɛ.tɔ.nə.ʁɔ̃
laitonneront;lɛ.tɔ.nə.ʁɔ̃
laitonnes;lɛ.tɔn
laitonnez;lɛ.tɔ.ne
laitonniez;lɛ.tɔ.nje
laitonnions;lɛ.tɔ.njɔ̃
laitonnons;lɛ.tɔ.nɔ̃
laits;lɛ
laitte;lɛt
laittes;lɛt
laitue;lɛ.ty
laitues;le.ty
laize;lɛz
laizes;lɛz
laje;lɛ.si.nwaz
lajeme;lɛ.si.nwaz
lajete;lɛ.si.nwaz
lajou;lɛ.si.nwaz
lak;lak
lakaétine;la.ka.e.tin
lakers;ɛs.ki.mo
lakh;lak
lakiste;lɛʁd
lakota;la.kɔ.ta
lakotas;la.kɔ.ta
laks;laɡʁ
laktos;lak.to.za
laktose;lak.to.za
laktoz;lak.to.za
lala;la.la
lalalère;la.la.lɛʁ
lalala;la.la.la
lalejar;le.jaʒ
lallation;la.la.sjɔ̃
lalomanie;la.lɔ.ma.ni
lalophobie;la.lɔ.fɔ.bi
lamâmes;la.mam
lamât;la.ma
lamâtes;la.mat
lamèrent;la.mɛʁ
lamé;la.me
lamée;la.me
lamées;la.me
lamés;la.me
lamaïsme;la.ma.ism
lamaïste;la.ma.ist
lamaïte;la.mait
lama;la.ma
lamage;la.maʒ
lamai;la.me
lamaient;la.mɛ
lamais;la.mɛ
lamait;la.mɛ
lamanage;ladʁ
lamaneur;la.ma.nœʁ
lamant;la.mɑ̃
lamanta;la.men.to
lamantin;la.mɑ̃.tɛ̃
lamantins;la.mɑ̃.tɛ̃
lamarckien;la.maʁ.kjɛ̃
lamarckienne;la.maʁ.kjɛn
lamarckiennes;la.maʁ.kjɛn
lamarckiens;la.maʁ.kjɛ̃
lamarckisme;le.vi.ʁa
lamarckiste;la.maʁ.kist
lamarckistes;la.maʁ.kist
lamarkien;la.maʁ.kjɛ̃
lamarkienne;la.maʁ.kjɛn
lamarkiennes;la.maʁ.kjɛn
lamarkiens;la.maʁ.kjɛ̃
lamarkisme;la.maʁ.kism
lamarkismes;la.maʁ.kism
lamartinien;la.maʁ.ti.njɛ̃
lamartinienne;la.maʁ.ti.njɛn
lamartiniennes;la.maʁ.ti.njɛn
lamartiniens;la.maʁ.ti.njɛ̃
lamartiniser;la.maʁ.ti.ni.ze
lamas;la.ma
lamaserie;la.ma.zʁi
lamaseries;la.ma.zʁi
lamasse;la.mas
lamassent;la.mas
lamasses;la.mas
lamassiez;la.ma.sje
lamassions;la.ma.sjɔ̃
lamato;la.kɑ̃.dɔ̃
lambada;lɑ̃.ba.da
lambda;lɑ̃b.da
lambdas;lɑ̃b.da
lambdatisâmes;lɑ̃b.da.ti.zam
lambdatisât;lɑ̃b.da.ti.za
lambdatisâtes;lɑ̃b.da.ti.zat
lambdatisèrent;lɑ̃b.da.ti.zɛʁ
lambdatisé;lɑ̃b.da.ti.ze
lambdatisée;lɑ̃b.da.ti.ze
lambdatisées;lɑ̃b.da.ti.ze
lambdatisés;lɑ̃b.da.ti.ze
lambdatisa;lɑ̃b.da.ti.za
lambdatisai;lɑ̃b.da.ti.ze
lambdatisaient;lɑ̃b.da.ti.zɛ
lambdatisais;lɑ̃b.da.ti.zɛ
lambdatisait;lɑ̃b.da.ti.zɛ
lambdatisant;lɑ̃b.da.ti.zɑ̃
lambdatisas;lɑ̃b.da.ti.za
lambdatisasse;lɑ̃b.da.ti.zas
lambdatisassent;lɑ̃b.da.ti.zas
lambdatisasses;lɑ̃b.da.ti.zas
lambdatisassiez;lɑ̃b.da.ti.za.sje
lambdatisassions;lɑ̃b.da.ti.za.sjɔ̃
lambdatise;lɑ̃b.da.tiz
lambdatisent;lɑ̃b.da.tiz
lambdatiser;lɑ̃b.da.ti.ze
lambdatisera;lɑ̃b.da.ti.zə.ʁa
lambdatiserai;lɑ̃b.da.ti.zə.ʁe
lambdatiseraient;lɑ̃b.da.ti.zə.ʁɛ
lambdatiserais;lɑ̃b.da.ti.zə.ʁɛ
lambdatiserait;lɑ̃b.da.ti.zə.ʁɛ
lambdatiseras;lɑ̃b.da.ti.zə.ʁa
lambdatiserez;lɑ̃b.da.ti.zə.ʁe
lambdatiseriez;lɑ̃b.da.ti.zə.ʁje
lambdatiserions;lɑ̃b.da.ti.zə.ʁjɔ̃
lambdatiserons;lɑ̃b.da.ti.zə.ʁɔ̃
lambdatiseront;lɑ̃b.da.ti.zə.ʁɔ̃
lambdatises;lɑ̃b.da.tiz
lambdatisez;lɑ̃b.da.ti.ze
lambdatisiez;lɑ̃b.da.ti.zje
lambdatisions;lɑ̃b.da.ti.zjɔ̃
lambdatisons;lɑ̃b.da.ti.zɔ̃
lambeau;lɑ̃.bo
lambeaux;lɑ̃.bo
lambel;lɑ̃.bɛl
lamber;la.ɡy.na
lambertien;lɑ̃.bɛʁ.tjɛ̃
lambertienne;lɑ̃.bɛʁ.tjɛ̃
lambertiennes;lɑ̃.bɛʁ.tjɛ̃
lambertiens;lɑ̃.bɛʁ.tjɛ̃
lambertois;lɑ̃.bɛʁ.twa
lambi;lɑ̃.bi
lambic;lɑ̃.bik
lambics;lɑ̃.bik
lambinâmes;lɑ̃.bi.nam
lambinât;lɑ̃.bi.na
lambinâtes;lɑ̃.bi.nat
lambinèrent;lɑ̃.bi.nɛʁ
lambiné;lɑ̃.bi.ne
lambin;lɑ̃.bɛ̃
lambina;lɑ̃.bi.na
lambinai;lɑ̃.bi.ne
lambinaient;lɑ̃.bi.nɛ
lambinais;lɑ̃.bi.nɛ
lambinait;lɑ̃.bi.nɛ
lambinant;lɑ̃.bi.nɑ̃
lambinas;lɑ̃.bi.na
lambinasse;lɑ̃.bi.nas
lambinassent;lɑ̃.bi.nas
lambinasses;lɑ̃.bi.nas
lambinassiez;lɑ̃.bi.na.sje
lambinassions;lɑ̃.bi.na.sjɔ̃
lambine;lɑ̃.bin
lambinent;lɑ̃.bin
lambiner;lɑ̃.bi.ne
lambinera;lɑ̃.bi.nə.ʁa
lambinerai;lɑ̃.bi.nə.ʁe
lambineraient;lɑ̃.bi.nə.ʁɛ
lambinerais;lɑ̃.bi.nə.ʁɛ
lambinerait;lɑ̃.bi.nə.ʁɛ
lambineras;lɑ̃.bi.nə.ʁa
lambinerez;lɑ̃.bi.nə.ʁe
lambineriez;lɑ̃.bi.nə.ʁje
lambinerions;lɑ̃.bi.nə.ʁjɔ̃
lambinerons;lɑ̃.bi.nə.ʁɔ̃
lambineront;lɑ̃.bi.nə.ʁɔ̃
lambines;lɑ̃.bin
lambineuse;ɛʁ.njøz
lambineuses;ɛʁ.njøz
lambinez;lɑ̃.bi.ne
lambiniez;lɑ̃.bi.nje
lambinions;lɑ̃.bi.njɔ̃
lambinochâmes;lɑ̃.bi.nɔ.ʃam
lambinochât;lɑ̃.bi.nɔ.ʃa
lambinochâtes;lɑ̃.bi.nɔ.ʃat
lambinochèrent;lɑ̃.bi.nɔ.ʃɛʁ
lambinoché;lɑ̃.bi.nɔ.ʃe
lambinocha;lɑ̃.bi.nɔ.ʃa
lambinochai;lɑ̃.bi.nɔ.ʃe
lambinochaient;lɑ̃.bi.nɔ.ʃɛ
lambinochais;lɑ̃.bi.nɔ.ʃɛ
lambinochait;lɑ̃.bi.nɔ.ʃɛ
lambinochant;lɑ̃.bi.nɔ.ʃɑ̃
lambinochas;lɑ̃.bi.nɔ.ʃa
lambinochasse;lɑ̃.bi.nɔ.ʃas
lambinochassent;lɑ̃.bi.nɔ.ʃas
lambinochasses;lɑ̃.bi.nɔ.ʃas
lambinochassiez;lɑ̃.bi.nɔ.ʃa.sje
lambinochassions;lɑ̃.bi.nɔ.ʃa.sjɔ̃
lambinoche;lɑ̃.bi.nɔʃ
lambinochent;lɑ̃.bi.nɔʃ
lambinocher;lɑ̃.bi.nɔ.ʃe
lambinochera;lɑ̃.bi.nɔ.ʃə.ʁa
lambinocherai;lɑ̃.bi.nɔ.ʃə.ʁe
lambinocheraient;lɑ̃.bi.nɔ.ʃə.ʁɛ
lambinocherais;lɑ̃.bi.nɔ.ʃə.ʁɛ
lambinocherait;lɑ̃.bi.nɔ.ʃə.ʁɛ
lambinocheras;lɑ̃.bi.nɔ.ʃə.ʁa
lambinocherez;lɑ̃.bi.nɔ.ʃə.ʁe
lambinocheriez;lɑ̃.bi.nɔ.ʃə.ʁje
lambinocherions;lɑ̃.bi.nɔ.ʃə.ʁjɔ̃
lambinocherons;lɑ̃.bi.nɔ.ʃə.ʁɔ̃
lambinocheront;lɑ̃.bi.nɔ.ʃə.ʁɔ̃
lambinoches;lɑ̃.bi.nɔʃ
lambinochez;lɑ̃.bi.nɔ.ʃe
lambinochiez;lɑ̃.bi.nɔ.ʃje
lambinochions;lɑ̃.bi.nɔ.ʃjɔ̃
lambinochons;lɑ̃.bi.nɔ.ʃɔ̃
lambinons;lɑ̃.bi.nɔ̃
lambins;lɑ̃.bɛ̃
lambourde;lɑ̃.bi.ne
lambrequins;lɑ̃.bʁə.kɛ̃
lambris;lɑ̃.bʁi
lambrissâmes;lɑ̃.bʁi.sam
lambrissât;lɑ̃.bʁi.sa
lambrissâtes;lɑ̃.bʁi.sat
lambrissèrent;lɑ̃.bʁi.sɛʁ
lambrissé;lɑ̃.bʁi.se
lambrissée;lɑ̃.bʁi.se
lambrissées;lɑ̃.bʁi.se
lambrissés;lɑ̃.bʁi.se
lambrissa;lɑ̃.bʁi.sa
lambrissage;lɑ̃.bʁi.saʒ
lambrissai;lɑ̃.bʁi.se
lambrissaient;lɑ̃.bʁi.sɛ
lambrissais;lɑ̃.bʁi.sɛ
lambrissait;lɑ̃.bʁi.sɛ
lambrissant;lɑ̃.bʁi.sɑ̃
lambrissas;lɑ̃.bʁi.sa
lambrissasse;lɑ̃.bʁi.sas
lambrissassent;lɑ̃.bʁi.sas
lambrissasses;lɑ̃.bʁi.sas
lambrissassiez;lɑ̃.bʁi.sa.sje
lambrissassions;lɑ̃.bʁi.sa.sjɔ̃
lambrisse;lɑ̃.bʁis
lambrissemens;lɑ̃.bʁi.sə.mɑ̃
lambrissement;lɑ̃.bʁi.sə.mɑ̃
lambrissements;lɑ̃.bʁi.sə.mɑ̃
lambrissent;lɑ̃.bʁis
lambrisser;lɑ̃.bʁi.se
lambrissera;lɑ̃.bʁi.sə.ʁa
lambrisserai;lɑ̃.bʁi.sə.ʁe
lambrisseraient;lɑ̃.bʁi.sə.ʁɛ
lambrisserais;lɑ̃.bʁi.sə.ʁɛ
lambrisserait;lɑ̃.bʁi.sə.ʁɛ
lambrisseras;lɑ̃.bʁi.sə.ʁa
lambrisserez;lɑ̃.bʁi.sə.ʁe
lambrisseriez;lɑ̃.bʁi.sə.ʁje
lambrisserions;lɑ̃.bʁi.sə.ʁjɔ̃
lambrisserons;lɑ̃.bʁi.sə.ʁɔ̃
lambrisseront;lɑ̃.bʁi.sə.ʁɔ̃
lambrisses;lɑ̃.bʁis
lambrissez;lɑ̃.bʁi.se
lambrissiez;lɑ̃.bʁi.sje
lambrissions;lɑ̃.bʁi.sjɔ̃
lambrissons;lɑ̃.bʁi.sɔ̃
lambrissure;lɑ̃.bʁi.syʁ
lambrot;lɑ̃.bʁo
lambruche;lɑ̃.bʁyʃ
lambrusque;lɑ̃.b.ʁysk
lambrusques;lɑ̃.bʁysk
lambuzar;la.ɡy.na
lame;lam
lamedés;lam.de
lamed;la.mɛd
lamedh;la.mɛd
lamellâmes;la.mɛ.lam
lamellât;la.mɛ.la
lamellâtes;la.mɛ.lat
lamellèrent;la.mɛ.lɛʁ
lamellé;la.mɛ.le
lamellée;la.mɛ.le
lamellées;la.mɛ.le
lamellés;la.mɛ.le
lamella;la.mɛ.la
lamellai;la.mɛ.le
lamellaient;la.mɛ.lɛ
lamellaire;la.mɛ.lɛʁ
lamellaires;la.mɛ.lɛʁ
lamellais;la.mɛ.lɛ
lamellait;la.mɛ.lɛ
lamellant;la.mɛ.lɑ̃
lamellas;la.mɛ.la
lamellasse;la.mɛ.las
lamellassent;la.mɛ.las
lamellasses;la.mɛ.las
lamellassiez;la.mɛ.la.sje
lamellassions;la.mɛ.la.sjɔ̃
lamelle;la.mɛl
lamellent;la.mɛl
lameller;la.mɛ.le
lamellera;la.mɛ.lə.ʁa
lamellerai;la.mɛ.lə.ʁe
lamelleraient;la.mɛ.lə.ʁɛ
lamellerais;la.mɛ.lə.ʁɛ
lamellerait;la.mɛ.lə.ʁɛ
lamelleras;la.mɛ.lə.ʁa
lamellerez;la.mɛ.lə.ʁe
lamelleriez;la.mɛ.lə.ʁje
lamellerions;la.mɛ.lə.ʁjɔ̃
lamellerons;la.mɛ.lə.ʁɔ̃
lamelleront;la.mɛ.lə.ʁɔ̃
lamelles;la.mɛl
lamelleuse;la.mɛ.løz
lamellez;la.mɛ.le
lamellibranche;la.i.ka
lamellibranches;la.me.li.bʁɑ̃ʃ
lamelliez;la.mɛ.lje
lamelliforme;la.mɛ.li.fɔʁm
lamelliformes;la.mɛ.li.fɔʁm
lamellions;la.mɛ.ljɔ̃
lamellirostre;la.i.ka
lamellisâmes;la.mɛ.li.zam
lamellisât;la.mɛ.li.za
lamellisâtes;la.mɛ.li.zat
lamellisèrent;la.mɛ.li.zɛʁ
lamellisé;la.mɛ.li.ze
lamellisée;la.mɛ.li.ze
lamellisées;la.mɛ.li.ze
lamellisés;la.mɛ.li.ze
lamellisa;la.mɛ.li.za
lamellisai;la.mɛ.li.ze
lamellisaient;la.mɛ.li.zɛ
lamellisais;la.mɛ.li.zɛ
lamellisait;la.mɛ.li.zɛ
lamellisant;la.mɛ.li.zɑ̃
lamellisas;la.mɛ.li.za
lamellisasse;la.mɛ.li.zas
lamellisassent;la.mɛ.li.zas
lamellisasses;la.mɛ.li.zas
lamellisassiez;la.mɛ.li.za.sje
lamellisassions;la.mɛ.li.za.sjɔ̃
lamellisation;la.mɛ.li.za.sjɔ̃
lamellise;la.mɛ.liz
lamellisent;la.mɛ.liz
lamelliser;la.mɛ.li.ze
lamellisera;la.mɛ.li.zə.ʁa
lamelliserai;la.mɛ.li.zə.ʁe
lamelliseraient;la.mɛ.li.zə.ʁɛ
lamelliserais;la.mɛ.li.zə.ʁɛ
lamelliserait;la.mɛ.li.zə.ʁɛ
lamelliseras;la.mɛ.li.zə.ʁa
lamelliserez;la.mɛ.li.zə.ʁe
lamelliseriez;la.mɛ.li.zə.ʁje
lamelliserions;la.mɛ.li.zə.ʁjɔ̃
lamelliserons;la.mɛ.li.zə.ʁɔ̃
lamelliseront;la.mɛ.li.zə.ʁɔ̃
lamellises;la.mɛ.liz
lamellisez;la.mɛ.li.ze
lamellisiez;la.mɛ.li.zje
lamellisions;la.mɛ.li.zjɔ̃
lamellisons;la.mɛ.li.zɔ̃
lamellons;la.mɛ.lɔ̃
lamelouzienne;la.mə.lu.zjɛn
lamelouziennes;la.mə.lu.zjɛn
lamentâmes;la.mɑ̃.tam
lamentât;la.mɑ̃.ta
lamentâtes;la.mɑ̃.tat
lamentèrent;la.mɑ̃.tɛʁ
lamenté;la.mɑ̃.te
lamentée;la.mɑ̃.te
lamentées;la.mɑ̃.te
lamentés;la.mɑ̃.te
lament;lam
lamenta;la.mɑ̃.ta
lamentable;la.mɑ̃.tabl
lamentai;la.mɑ̃.te
lamentaient;la.mɑ̃.tɛ
lamentais;la.mɑ̃.tɛ
lamentait;la.mɑ̃.tɛ
lamentant;la.mɑ̃.tɑ̃
lamentanta;la.men.to
lamentante;ɛn.yplɛ
lamentantesi;ɛ̃k.ʁi.mi.nɑ̃t
lamentas;la.mɑ̃.ta
lamentasse;la.mɑ̃.tas
lamentassent;la.mɑ̃.tas
lamentasses;la.mɑ̃.tas
lamentassiez;la.mɑ̃.ta.sje
lamentassions;la.mɑ̃.ta.sjɔ̃
lamentata;la.men.to
lamentation;la.mɑ̃.ta.sjɔ̃
lamentations;la.mɑ̃.ta.sjɔ̃
lamente;la.mɑ̃t
lamentent;la.mɑ̃t
lamenter;la.mɑ̃.te
lamentera;la.mɑ̃.tə.ʁa
lamenterai;la.mɑ̃.tə.ʁe
lamenteraient;la.mɑ̃.tə.ʁɛ
lamenterais;la.mɑ̃.tə.ʁɛ
lamenterait;la.mɑ̃.tə.ʁɛ
lamenteras;la.mɑ̃.tə.ʁa
lamenterez;la.mɑ̃.tə.ʁe
lamenteriez;la.mɑ̃.tə.ʁje
lamenterions;la.mɑ̃.tə.ʁjɔ̃
lamenterons;la.mɑ̃.tə.ʁɔ̃
lamenteront;la.mɑ̃.tə.ʁɔ̃
